"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 0385923 B1 19921021";"19921021";"199243";"de";"DE 3902793 19890131
DE 3915711 19890513";"19890131
19890513";"19890131";"";"";"";" 5E 04C   2/52   B";" 5E 04B   5/43   A";"";"";"15235 Vrilissia
D-4060 Viersen
D-4052 Korschenbroich 1";"GR
DE
DE";"Latham, N.Y. 12110";"US";"41063 Mönchengladbach";"DE";"Structural member for the construction of buildings, parts of buildings or the like";""
"EP 0395724 A1 19901107";"19901107";"199045";"de";"DE 19883800814 19880114";"19880114";"19880114";"WO1989006486 19890727 [1989-16]";"EP1989000009 19890107 (de)";"19890107";"";"";"";"A01G 1/ 00 (    .  )
A01G 9/ 10 (    .  )
C05F 7/ 00 (    .  )";"D-7515 Linkenheim-Ho
GR-11257 Athen
D-7515 Linkenheim";"DE
GR
DE";"D-76351 Linkenheim-Hochstetten";"DE";"W-7500 Karlsruhe 21";"DE";"PROCESS FOR UTILIZING SEWAGE SLUDGE";""
"EP 0395724 B1 19931229";"19931229";"199352";"de";"DE 3800814 19880114";"19880114";"19880114";"WO8906486 19890727 [1989-16]";"EP8900009 19890107 (de)";"19890107";" 5C 05F   7/00   B
 5C 05G   3/04   B";" 5A 01G   9/10   A";"";"";"D-7515 Linkenheim-Ho
GR-11257 Athen
D-7515 Linkenheim";"DE
GR
DE";"D-76351 Linkenheim-Hochstetten";"DE";"76163 Karlsruhe";"DE";"PROCESS FOR UTILIZING SEWAGE SLUDGE";""
"EP 0435084 A1 19910703";"19910703";"199127";"de";"DE 3942954 19891223";"19891223";"19891223";"";"";"";" 5C 07C  47/02   B";" 5C 07C  45/50   A";"";"";"W-4236 Hamminkeln
W-5100 Aachen
Heraklion / Kreta";"DE
DE
GR";"D-65926 Frankfurt am Main";"DE";"";"";"Process for the production of aldehydes";""
"EP 0435084 B1 19940427";"19940427";"199417";"de";"DE 3942954 19891223";"19891223";"19891223";"";"";"";" 5C 07C  47/02   B";" 5C 07C  45/50   A";"";"";"W-4236 Hamminkeln
W-5100 Aachen
Heraklion / Kreta";"DE
DE
GR";"65926 Frankfurt am Main";"DE";"";"";"Process for the production of aldehydes";""
"EP 0435084 B2 19970924";"19970924";"199739";"de";"DE 3942954 19891223";"19891223";"19891223";"";"";"";" 6C 07C  47/02   B";" 6C 07C  45/50   A";"";"";"W-4236 Hamminkeln
W-5100 Aachen
Heraklion / Kreta";"DE
DE
GR";"65926 Frankfurt am Main";"DE";"";"";"Process for the production of aldehydes";""
"EP 0445981 A2 19910911";"19910911";"199137";"en";"US 494999 19900309";"19900309";"19900309";"";"";"";" 5C 23F   1/02   B
 5G 01B   9/02   B";" 5H 01L  21/306  A";"";"";"17124 N. Smyrni, Athens
Maplewood, New Jersey 07040
Allentown, Pennsylvania 18104";"GR
US
US";"New York, NY 10013-2412";"US";"Woodford Green Essex, IG8 OTU";"GB";"Plasma etching apparatus and method";"Reactive ion plasma etching apparatus and method are based upon the discovery of enhanced uniformity of etching at low workpiece temperatures. With cooling to sufficiently low temperatures, spontaneous etching is inhibited and etching uniformity is controlled not by gas flow and pressure but rather by ion flux. As a result, one can eliminate uniformity enhancing apparatus which heretofore obstructed optical access to the workpiece, provide window means permitting optical access to a major portion of the workpiece and employ sophisticated optical monitoring techniques during the etching process."
"EP 0445981 A3 19940810";"19940810";"199432";"en";"US 494999 19900309";"19900309";"19900309";"";"";"";" 5C 23F   1/02   B
 5G 01B   9/02   B";" 5H 01L  21/306  A";"";"";"17124 N. Smyrni, Athens
Maplewood, New Jersey 07040
Allentown, Pennsylvania 18104";"GR
US
US";"New York, NY 10013-2412";"US";"Woodford Green Essex, IG8 OTU";"GB";"Plasma etching apparatus and method";"Reactive ion plasma etching apparatus and method are based upon the discovery of enhanced uniformity of etching at low workpiece temperatures. With cooling to sufficiently low temperatures, spontaneous etching is inhibited and etching uniformity is controlled not by gas flow and pressure but rather by ion flux. As a result, one can eliminate uniformity enhancing apparatus which heretofore obstructed optical access to the workpiece, provide window means permitting optical access to a major portion of the workpiece and employ sophisticated optical monitoring techniques during the etching process."
"EP 0452528 A1 19911023";"19911023";"199143";"de";"";"";"19900419";"";"";"";" 5A 22C   7/00   B";" 5A 23L   1/317  A";"";"";"GR-15452 Paleo Psichiko (Athen)
D-5603 Wülfrath";"GR
DE";"D-5603 Wülfrath";"DE";"81106  Castres Cédex";"FR";"Method of and device for making meat-cake";""
"EP 0454652 A1 19911030";"19911030";"199144";"fr";"FR 9005940 19900424";"19900424";"19900424";"";"";"";" 5F 24F   5/00   B";" 5F 24F   1/02   A";"";"";"Bradfort, Ontario, L3Z 2A5";"CA";"Attikis";"GR";"B-4000 Liège";"BE";"Apparatus for ventilating a room";""
"EP 0454652 B1 19951129";"19951129";"199548";"fr";"FR 9005940 19900424";"19900424";"19900424";"";"";"";" 6F 24F   5/00   B";" 6F 24F   1/02   A";"";"";"Bradfort, Ontario, L3Z 2A5";"CA";"Attikis";"GR";"4000 Liège";"BE";"Apparatus for ventilating a room";""
"EP 0456664 A1 19911121";"19911121";"199147";"de";"DE 19893902793 19890131
DE 19893915711 19890513";"19890131
19890513";"19890131";"WO1990008866 19900809 [1990-19]";"DE1990000051 19900129 (de)";"19900129";"";"";"";"E04B 1/ 348 (    .  )
E04B 1/ 04 (    .  )
E04B 1/ 21 (    .  )
E04B 5/ 02 (    .  )
E04B 5/ 43 (    .  )
E04C 2/ 52 (    .  )";"D-4052 Korschenbroich 1
GR-15235 Vrilissia
W-4060 Viersen";"DE
GR
DE";"D-4052 Korschenbroich 1";"DE";"D-41063 Mönchengladbach";"DE";"BUILDING ELEMENT FOR ERECTING BUILDINGS, PARTS OF BUILDINGS OR THE LIKE";""
"EP 0469765 A1 19920205";"19920205";"199206";"en";"US 560712 19900731";"19900731";"19900731";"";"";"";" 5G 03F   7/20   B";" 5G 03B  41/00   A";"";"";"GR-17124 Ano New Smyrni, Athens
Maplewood, New Jersey 07040
Long Valley, New Jersey 07853";"GR
US
US";"New York, NY 10013-2412";"US";"Woodford Green Essex, IG8 OTU";"GB";"Method for monitoring photoresist latent images";"The formation of latent images in photoresist can be monitored during exposure without spurious images by directing a pulsed beam of monochromatic light onto a region of the layer being exposed and selectively detecting the diffracted light. Peak formation in the normalized diffracted intensity versus time curve indicates optimal exposure of the resist.<img file=""imgaf001.tif"" he=""91"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""130""/>"
"EP 0469765 B1 19950614";"19950614";"199524";"en";"US 560712 19900731";"19900731";"19900731";"";"";"";" 6G 03F   7/20   B";" 6G 03B  41/00   A";"";"";"GR-17124 Ano New Smyrni, Athens
Maplewood, New Jersey 07040
Long Valley, New Jersey 07853";"GR
US
US";"New York, NY 10013-2412";"US";"Woodford Green Essex, IG8 OTU";"GB";"Method for monitoring photoresist latent images";""
"EP 0474895 A1 19920318";"19920318";"199212";"de";"";"";"19900910";"";"";"";"";" 5C 02F   3/28   A";"";"";"Zografou Campus, GR-157 73 Athens
Zografou Campus, GR-157 73 Athens";"GR
GR";"D-95326 Kulmbach";"DE";"47811 Krefeld";"DE";"Process for anaerobic treatment of waste water";""
"EP 0480765 A1 19920415";"19920415";"199216";"en";"BR 9005131 19901012";"19901012";"19901012";"";"";"";"";" 5E 21B  43/013  A";"";"";"Rio de Janeiro";"GR";"Rio de Janeiro
Bahia";"BR
BR";"London WC1R 5LX";"GB";"Tool for simultaneous vertical connections";"This invention relates to a universal tool (10) for simultaneous vertical connections between two flow line terminals (12) and (13) to be connected, including two vertical hydraulic connectors (14, 15) for locking to the fishing mandrels (16, 17) of the bridge (11) of connectors, a telescopic system (18, 19) allowing for the adjustment of the horizontal spacing between the connectors, a vertical movement system allowing for the elevation of the second connector (15) in relation to the first connector (14) to facilitate the fitting of the bridge (11) and the compensation for vertical deviations between the flow line terminals (12, 13) to be connected, a spherical coupling system (21) set in split housings (22, 23) of spherical internal sections allowing for compensation of angular deviations, and spacings (24) and a set of springs (25) allowing for compensation of horizontal deviations between on the one hand those terminals (12, 13) and a slot key (26) in the first conector (14) and on the other hand a funnel (27) around the first fishing mandrel (16) allowing for the orientation of the tool (10) in case of re-entry operation in the bridge (11) of connectors.<img file=""imgaf001.tif"" he=""98"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""76""/>"
"EP 0480765 B1 19940302";"19940302";"199409";"en";"BR 9005131 19901012";"19901012";"19901012";"";"";"";"";" 5E 21B  43/013  A";"";"";"Rio de Janeiro";"GR";"Rio de Janeiro
Bahia";"BR
BR";"London WC1R 5LX";"GB";"Tool for simultaneous vertical connections";""
"EP 0489330 A1 19920610";"19920610";"199224";"de";"DE 9016585  U 19901206";"19901206";"19901206";"";"";"";"";" 5C 07F   9/50   A";"";"";"GR-70009 Pobia Kenurgiou, Kreta
W-5100 Aachen
W-4236 Hamminkeln";"GR
DE
DE";"D-65926 Frankfurt am Main";"DE";"";"";"Sulphonated tris(p-fluorophenyl)phosphane";""
"EP 0489330 B1 19950816";"19950816";"199533";"de";"DE 9016585  U 19901206";"19901206";"19901206";"";"";"";"";" 6C 07F   9/50   A";"";"";"GR-70009 Pobia Kenurgiou, Kreta
W-5100 Aachen
W-4236 Hamminkeln";"GR
DE
DE";"65926 Frankfurt am Main";"DE";"";"";"Sulphonated tris(p-fluorophenyl)phosphane";""
"EP 0489900 A1 19920617";"19920617";"199225";"en";"GB 19900014723 19900703";"19900703";"19900703";"WO1992001089 19920123 [1992-03]";"GB1991001086 19910703 (en)";"19910703";"";"";"";"C30B 1/ 02 (    .  )
C30B 29/ 06 (    .  )
H01L 21/ 20 (    .  )
H01L 21/ 324 (    .  )";"GR-546 35 Thessaloniki";"GR";"Stanmore, Middlesex HA7 4LY";"GB";"Chelmsford, Essex CM1 2QX";"GB";"CRYSTALLISATION PROCESS";""
"EP 0495108 A1 19920722";"19920722";"199230";"en";"";"";"19900731";"WO9202596 19920220 [1992-05]";"SU9000195 19900731 (ru)";"19900731";"";" 5C 09K  17/00   A";"";"";"Moscow, 117286
Moscow, 117607
Moscow, 107076";"SU
SU
SU";"Moscow, 119899
Salonika
Moscow 117286
Moscow 117607
Moscow 107076";"RU
GR
RU
RU
RU";"London WC2A 3LS";"GB";"WATER-SWELLING POLYMER-MINERAL COMPOSITE AND METHOD OF OBTAINING IT";"A water-swelling polymer-mineral composite comprises bentonite clay and a linear polyanionic polymer, with molecular mass of 10⁶ or more, taken at quantities at which the mass ratio between said polymer and the bentonite clay is 0.05 to 0.10. Said composite is obtained by mixing, in the presence of water, the bentonite clay and the linear polyanionic polymer, with a molecular mass of 10⁶ or more, taken at quantities to give a mass ratio between the said polymer and the bentonite clay of 0.05 to 0.10. The resulting mixture is then dried until the solid desired product is obtained."
"EP 0498136 A1 19920812";"19920812";"199233";"de";"";"";"19910204";"";"";"";"";" 5F 03G   7/10   A";"";"";"Sayrafi, Aleppo";"SY";"Sayrafi, Aleppo";"SY";"GR-106 72 Athens";"GR";"Unit for generating mechanical energy";""
"EP 0502666 A1 19920909";"19920909";"199237";"en";"US 663381 19910301
US 870601 19920221";"19910301
19920221";"19910301";"";"";"";" 5A 21D   2/18   B
 5A 23L   1/0534 B";" 5A 61K  31/715  A";"";"";"F-7591 Paris Cedex 19
Athens 14342
Midland, MI 48640
Fishers IN 46038-1539";"FR
GR
US
US";"Ann Arbor, Michigan 48109-1248
Midland, Michigan 48640";"US
US";"London SW1H 0RJ";"GB";"Pharmaceutical compositions and uses of water-soluble, high-viscosity grade cellulose ethers";"Water-soluble, high-viscosity grade cellulose ether compositions are useful for the reduction of serum lipid levels, particularly total serum cholesterol, serum triglycerides, and low-density lipoprotein (LDL) levels or attenuate the postprandial rise of blood glucose levels in animals. The pharmaceutical uses of compositions for reducing cholesterol levels additionally include the treatment of diabetes and/or hypercholesterolemia, with avoidance of many of the undesirable side effects associated with other forms of treatment. The composition may be in the form of a prehydrated ingestible composition, such as a gelatin, or a comestible, such as a cookie. In addition, the compositions of the present invention are palatable to the patient, thereby enhancing patient compliance with the regimen."
"EP 0502666 B1 20011017";"20011017";"200142";"en";"US 663381 19910301
US 870601 19920221";"19910301
19920221";"19910301";"";"";"";" 7A 21D   2/18   B
 7A 23L   1/0534 B";" 7A 61K  31/715  A";"";"";"F-7591 Paris Cedex 19
Athens 14342
Midland, MI 48640
Fishers IN 46038-1539";"FR
GR
US
US";"Ann Arbor, Michigan 48109-1248
Midland, Michigan 48674";"US
US";"London SW1H 0RJ";"GB";"Ingestible compositions containing water-soluble, high-viscosity grade cellulose ethers";""
"EP 0502666 B2 20071121";"20071121";"200747";"en";"US 663381 19910301
US 870601 19920221";"19910301
19920221";"19910301";"";"";"";"";"";"";"A61K 31/715 (2006.01)
A21D 2/18 (2006.01)
A23L 1/0534 (2006.01)";"F-7591 Paris Cedex 19
Athens 14342
Midland, MI 48640
Fishers IN 46038-1539";"FR
GR
US
US";"Ann Arbor, Michigan 48109-1248
Midland, Michigan 48674";"US
US";"London SW1H 0RJ";"GB";"Ingestible compositions containing water-soluble, high-viscosity grade cellulose ethers";""
"EP 0513986 A1 19921119";"19921119";"199247";"en";"US 679766 19910403";"19910403";"19910403";"";"";"";" 5A 61B   5/00   B
 5A 61B  17/36   B";" 5A 61B  10/00   A";"";"";"Van Nuys, California 91406
GR-11141 Athens
Los Angeles, California 90046";"US
GR
US";"Los Angeles, California 90048-0750";"US";"London WC1R 5LX";"GB";"A photosensitizer enhanced fluorescence biopsy needle";"A method and apparatus is disclosed for the instant intraoperative detection and biopsy of metastatic cancer using fluorescence spectroscopy. A photosensitizing agent selectively retained by cancerous tissue is administered prior to surgery. A fiberoptic probe (1) integrated with a biopsy device (2) illuminates the examined tissue and causes fluorescence which is recorded by a spectrograph and plotted as a spectral curve. The intensity ratio (S1/S2) for the fluorescence from the photosensitizing agent (S1) and autofluorescence (S2) for the examined tissue is compared with the intensity ratio at the same wavelengths for primary tumor and normal tissue. Tissue that displays an intensity ratio different from that of normal tissue can immediately be analyzed for the depth of tumor involvement and then excised for histological examination using the biopsy device.<img file=""imgaf001.tif"" he=""55"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""166""/>"
"EP 0513986 B1 19950628";"19950628";"199526";"en";"US 679766 19910403";"19910403";"19910403";"";"";"";" 6A 61B   5/00   B
 6A 61B  17/36   B";" 6A 61B  10/00   A";"";"";"Van Nuys, California 91406
GR-11141 Athens
Los Angeles, California 90046";"US
GR
US";"Los Angeles, California 90048-0750";"US";"London WC1R 5LX";"GB";"A photosensitizer enhanced fluorescence biopsy needle";""
"EP 0521890 B1 19961023";"19961023";"199643";"en";"GB 9005959 19900316";"19900316";"19900316";"WO9114055 19910919 [1991-22]";"GB9100407 19910315 (en)";"19910315";" 6E 04B   1/04   B";" 6E 04B   1/00   A";"";"";"P.O. Box 2200, Nicosia";"CY";"11745 Athens";"GR";"London EC4V 4EL";"GB";"BUILDINGS AND METHODS OF CONSTRUCTING BUILDINGS";""
"EP 0524835 A1 19930127";"19930127";"199304";"en";"US 736674 19910726
US 846502 19920304
US 898042 19920612";"19910726
19920304
19920612";"19910726";"";"";"";"";" 5C 10L   3/00   A";"";"";"Port Townsend, Washington 98368
Port Townsend, Washington 98368";"US
US";"Port Vila
GR-106 72 Athens";"VU
GR";"London WC2A 1JQ";"GB";"Fortified hydrocarbon and process for making and using the same";"Fortified hydrocarbon, preferably LPG gas, is fortified with methyl ethyl ketone (MEK) which may be enhanced with tertiary butyl alcohol (TBA) or methyl tert-butyl ether (MTBE) in an amount 0.5% to 20% of the base hydrocarbon by weight for use as torch gas, for heating or for motor fuel. Cutting of ferrous metal can be accomplished even under water by mixing the fortified torch gas with oxygen having a purity as low as 90%."
"EP 0525028 A1 19930203";"19930203";"199305";"en";"NL 19900000951 19900420";"19900420";"19900420";"WO1991016791 19911031 [1991-25]";"EP1991000738 19910418 (en)";"19910418";"";"";"";"H04N 5/ 913 (    .  )";"GR-155 62 Holargos";"GR";"Luxembourg";"LU";"NL-2280 GE  Rijswijk";"NL";"A METHOD AND AN APPARATUS FOR PREVENTING UNAUTHORIZED COPYING OF VIDEO SIGNALS ON TAPE";""
"EP 0527634 A1 19930217";"19930217";"199307";"en";"US 743658 19910812";"19910812";"19910812";"";"";"";" 5B 01J  23/20   B
 5B 01J  23/64   B
 5B 01J  23/84   B
 5B 01J  32/00   B";" 5C 10G  35/09   A";"";"";"West Chester, PA 19382
Media, PA 19603
West Chester, PA 19382
Patras";"US
US
US
GR";"Philadelphia, PA 19103-1699";"US";"Sevenoaks, Kent TN13 1XR";"GB";"Hydrocarbon reforming process using a zirconium oxide supported catalyst doped with tantalum";"Supports for catalytic reforming catalysts are prepared by doping ZrO₂ with tantalum. The catalyst may contain a Group VII or Group VIII metal and/or an acidic component."
"EP 0527634 B1 19970102";"19970102";"199701";"en";"US 743658 19910812";"19910812";"19910812";"";"";"";" 6B 01J  23/20   B
 6B 01J  23/64   B
 6B 01J  23/84   B
 6B 01J  32/00   B";" 6C 10G  35/09   A";"";"";"West Chester, PA 19382
Media, PA 19603
West Chester, PA 19382
Patras";"US
US
US
GR";"Philadelphia, PA 19103-1699";"US";"Sevenoaks, Kent TN13 1XR";"GB";"Hydrocarbon reforming process using a zirconium oxide supported catalyst doped with tantalum";""
"EP 0534012 A1 19930331";"19930331";"199313";"en";"";"";"19910927";"";"";"";"";" 5B 65D   1/02   A";"";"";"G-2100 Napplion";"GR";"Cincinnati, Ohio 45202";"US";"1853 Strombeek-Bever";"BE";"Container of thermoplastic material for containing liquids";"A container (1) of thermoplastic material for containing liquids comprises an anti-bulging base (5) comprising a flat ring-shaped section (9) and a central dome-shaped section (11). The diameter of the central dome-shaped section (11) is relatively large and comprises at least 60% of the diameter of the container (1). The central dome-shaped section (11) consists of a lateral wall (15) of relatively large radius of curvature and a relative flat cap (17). The ring-shaped section (9) acts as a spring, giving away to internal pressure build-up in the container, which preferably is a household bleach bottle of polyethylene. Thus the pressure on the central dome-shaped part (11), which is designated for minimum thickness and maximum strength, is relieved.<img file=""imgaf001.tif"" he=""80"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""75""/>"
"EP 0546390 A1 19930616";"19930616";"199324";"en";"US 803851 19911209";"19911209";"19911209";"";"";"";" 5G 01N  33/52   B";" 5G 01N  33/70   A";"";"";"GR-11251 Athens
Granger, Indiana 46530
St. Paul, Minnesota 55104";"GR
US
US";"Pittsburgh, PA 15219-2502";"US";"51368 Leverkusen";"DE";"Device for creatinine determination";"Disclosed is a dry reagent system comprising an absorbent carrier incorporated with a dye precursor which undergoes a detectable response in the presence of creatinine under strongly basic conditions and which also contains a moderating agent for the strong base which is a polyglycol or a polymerized quaternary ammonium salt."
"EP 0549937 A1 19930707";"19930707";"199327";"en";"US 817011 19920103";"19920103";"19920103";"";"";"";" 5H 04L  12/26   B";" 5H 04L  12/24   A";"";"";"GR-153 41 Athens
Peekskill, New York 10566
New City, New York 10956";"GR
US
US";"Armonk, N.Y. 10504";"US";"D-70548 Stuttgart";"DE";"Methods and systems for alarm correlation and fault localization in communication network";"An approach for modeling and solving the problem of fault localization and alarm correlation in large communication networks is presented. Specifically, a new alarm structure is presented along with a general model for representing a communications network. Several specific processing algorithms are provided for solving alarm correlation and fault localization problems in the presence of one or more faults. These algorithms differ in the degree of accuracy achieved in locating a fault, and in the degree of complexity required for implementation.<img file=""imgaf001.tif"" he=""61"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""74""/>"
"EP 0557276 A1 19930901";"19930901";"199335";"en";"US 19890458926 19891229
US 19900577367 19900502";"19891229
19900502";"19891229";"WO1991010140 19910711 [1991-15]";"CA1990000457 19901228 (en)";"19901228";"";"";"";"G01N 21/ 64 (    .  )
G01N 24/ 08 (    .  )
G01N 33/ 68 (    .  )";"Calgary, Alberta T2N OB1
GR-26223 Patras";"CA
GR";"Calgary, Alberta T2N 4N1";"CA";"London EC4A 1DA";"GB";"METHODS FOR MODELLING TERTIARY STRUCTURES OF BIOLOGICALLY ACTIVE LIGANDS INCLUDING AGONISTS AND ANTAGONISTS THERETO AND NOVEL SYNTHETIC ANTAGONISTS BASED ON ANGIOTENSIN";""
"EP 0561634 A1 19930922";"19930922";"199338";"en";"GB 9206084 19920320";"19920320";"19920320";"";"";"";" 5H 01L  21/00   B
 5H 01L  31/20   B";" 5H 01L  21/324  A";"";"";"Thessaloniki 54635";"GR";"Stanmore, Middlesex HA7 4LY";"GB";"Chelmsford, Essex CM1 2QX";"GB";"Annealing process and apparatus";"In a process and apparatus for annealing a substance (9), such as polysilicon, which is deposited on a substrate (7), such as a glass plate, the annealing temperature is required to be greater than the softening temperature of the substrate. To prevent deformation of the substrate it is supported on a liquid (3) of density greater than that of the substrate. The liquid is preferably molten tin.<img file=""imgaf001.tif"" he=""54"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""76""/>"
"EP 0565450 A1 19931013";"19931013";"199341";"fr";"FR 9204429 19920410";"19920410";"19920410";"";"";"";" 5C 07K   5/08   B";" 5A 61K  37/02   A";"";"";"F-94300 Vincennes
F-92140 Clamart
15343 AG. Paraskevi, Athenes";"FR
FR
GR";"F-75015 Paris";"FR";"75008 Paris";"FR";"Use of peptide derivatives for the manufacture of medicaments inhibiting endopeptidases 24.15 and 24.16";""
"EP 0570646 A1 19931124";"19931124";"199347";"en";"";"";"19920518";"";"";"";"";" 5G 06F   9/44   A";"";"";"GR 711/10 Heraklio, Crète";"GR";"F-92053 Paris La Défense";"FR";"38000 Grenoble";"FR";"Method for processor simulation";"The invention relates to a translation method (""translation-execution"") of foreign binary code not adapted to a host computer. The translation-execution consists in alternately running a translator program (112) to translate a foreign code block of the program into a host code block and running (104) the just translated host block thereafter. The translator will always suspend (106) translation upon reaching a computed Control Transfer Instruction (CTI) as, at translation time, the corresponding computed label cannot be known. The newly translated host block is then run, whereby the host code, corresponding to the foreign code that would be up to then executed, is run. The label of the foreign computed CTI is then effectively computed and can be found in memory. The translator can then resume the translation of the foreign code starting from the computed label.<img file=""imgaf001.tif"" he=""115"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""66""/>"
"EP 0573264 A2 19931208";"19931208";"199349";"en";"US 891586 19920601";"19920601";"19920601";"";"";"";" 5A 61B  10/00   B
 5G 01N  21/64   B";" 5A 61B   5/00   A";"";"";"Encino, California 91316
Los Angeles, California 90046
GR-11141 Athens";"US
US
GR";"Los Angeles, California 90048-1865";"US";"London WC1R 5LX";"GB";"Apparatus and method of use for a photosensitizer enhanced fluorescence based biopsy needle";"A method and apparatus is disclosed for the instant intraoperative detection and biopsy of metastatic cancer using fluorescence spectroscopy. A photosensitizing agent selectively retained by cancerous tissue is administered prior to surgery. A fiberoptic probe (1) integrated with a biopsy device (2) illuminates the examined tissue and causes fluorescence which is recorded by a spectrograph and plotted as a spectral curve. The intensity ratio (S1/S2) for the fluorescence from the photosensitizing agent (S1) and autofluorescence (S2) for the examined tissue is compared with the intensity ratio at the same wavelengths for primary tumor and normal tissue. Tissue that displays an intensity ratio different from that of normal tissue can immediately be analyzed for the depth of tumor involvement and then excised for histological examination using the biopsy device.<img file=""imgaf001.tif"" he=""53"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""151""/>"
"EP 0573264 A3 19960207";"19960207";"199606";"en";"US 891586 19920601";"19920601";"19920601";"";"";"";" 5A 61B  10/00   B
 5G 01N  21/64   B";" 5A 61B   5/00   A";"";"";"Encino, California 91316
Los Angeles, California 90046
GR-11141 Athens";"US
US
GR";"Los Angeles, California 90048-1865";"US";"London WC1R 5LX";"GB";"Apparatus and method of use for a photosensitizer enhanced fluorescence based biopsy needle";"A method and apparatus is disclosed for the instant intraoperative detection and biopsy of metastatic cancer using fluorescence spectroscopy. A photosensitizing agent selectively retained by cancerous tissue is administered prior to surgery. A fiberoptic probe (1) integrated with a biopsy device (2) illuminates the examined tissue and causes fluorescence which is recorded by a spectrograph and plotted as a spectral curve. The intensity ratio (S1/S2) for the fluorescence from the photosensitizing agent (S1) and autofluorescence (S2) for the examined tissue is compared with the intensity ratio at the same wavelengths for primary tumor and normal tissue. Tissue that displays an intensity ratio different from that of normal tissue can immediately be analyzed for the depth of tumor involvement and then excised for histological examination using the biopsy device.<img file=""imgaf001.tif"" he=""53"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""151""/>"
"EP 0576474 A1 19940105";"19940105";"199401";"en";"GB 19910061275 19910322";"19910322";"19910322";"WO1992016111 19921001 [1992-25]";"GB1992000499 19920318 (en)";"19920318";"";"";"";"A23D 7/ 00 (    .  )
A23D 7/ 005 (    .  )
A23D 7/ 015 (    .  )";"GR-210 59 Argolid
GR-210 59 Argolid
Co. Cork";"GR
GR
IE";"Cork
Cork";"IE
IE";"London EC2M 7LH";"GB";"SPREAD";""
"EP 0576474 B1 19960228";"19960228";"199609";"en";"GB 91061275 19910322";"19910322";"19910322";"WO9216111 19921001 [1992-25]";"GB9200499 19920318 (en)";"19920318";"";" 6A 23D   7/00   A";"";"";"Cork
Messinias GR 24024
Co. Cork";"IE
GR
IE";"Cork
Cork";"IE
IE";"London EC2M 7LH";"GB";"SPREAD";""
"EP 0576474 B2 20000126";"20000126";"200004";"en";"GB 91061275 19910322";"19910322";"19910322";"WO9216111 19921001 [1992-25]";"GB9200499 19920318 (en)";"19920318";"";" 7A 23D   7/00   A";"";"";"Cork
Messinias GR 24024
Co. Cork";"IE
GR
IE";"Cork
Cork";"IE
IE";"London EC2M 7LH";"GB";"SPREAD";""
"EP 0587680 A1 19940323";"19940323";"199412";"en";"GB 19910121319 19910605";"19910605";"19910605";"WO1992022171 19921210 [1992-31]";"GB1992001018 19920605 (en)";"19920605";"";"";"H04L 7/ 04 (    .  )";"H03L 7/ 06 (    .  )
H03L 7/ 099 (    .  )
H04L 7/ 02 (    .  )
H04L 7/ 033 (    .  )
H04N 7/ 025 (    .  )
H04N 7/ 03 (    .  )
H04N 7/ 035 (    .  )";"GR-142 32 Perissos";"GR";"Bedford MK41 7PA";"GB";"London, WC1V 7LH";"GB";"METHOD AND APPARATUS FOR DETECTING A SEQUENCE OF CLOCK REFERENCE PULSES";""
"EP 0587680 B1 19971112";"19971112";"199746";"en";"GB 91121319 19910605";"19910605";"19910605";"WO9222171 19921210 [1992-31]";"GB9201018 19920605 (en)";"19920605";" 6H 04L   7/033  B
 6H 03L   7/099  B";" 6H 04N   7/087  A";"";"";"GR-142 32 Perissos";"GR";"Sunbury-on-Thames, Middlesex TW16 7AH";"GB";"London WC1V 7LH";"GB";"METHOD AND APPARATUS FOR DETECTING A SEQUENCE OF CLOCK REFERENCE PULSES";""
"EP 0589122 A1 19940330";"19940330";"199413";"de";"";"";"19920924";"";"";"";"";" 5F 03G   7/10   A";"";"";"Aleppo-Syrien";"SY";"Aleppo-Syrien";"SY";"106 72 Athens";"GR";"Unit for generating mechanical energy";""
