"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 1725379 A1 20061129";"20061129";"200648";"en";"WO PCT/EP2004/003670 20040315";"20040315";"20040315";"WO2005090017 20050929 [2005-39]";"EP2005003458 20050315 (en)";"20050315";"";"";"";"B26B 21/22 (2006.01)
B26B 21/40 (2006.01)";"15235 Attiki
11741 Attiki
11476 Attiki, Athénes";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HAVING TWO SLIDEABLE SHAVING HEADS";""
"EP 1725379 B1 20120307";"20120307";"201210";"en";"WO PCT/EP2004/003670 20040315";"20040315";"20040315";"WO2005090017 20050929 [2005-39]";"EP2005003458 20050315 (en)";"20050315";"";"";"";"B26B 21/22 (2006.01)
B26B 21/40 (2006.01)";"15235 Attiki
11741 Attiki
11476 Attiki, Athénes";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HAVING TWO SLIDEABLE SHAVING HEADS";""
"EP 1726727 A1 20061129";"20061129";"200648";"en";"GR 20050100241 20050518";"20050518";"20050518";"";"";"";"";"";"";"E04B 2/26 (2006.01)";"71201 Heraklion, Crete";"GR";"71201 Heraklion, Crete";"GR";"";"";"Hollow masonry block with internal ribs";"The invention concerns a construction component for building reinforced masonry, an implementation of which is a concrete block with transversal gaps longwise as well as vertically.
The block facilitates the spreading of mortar in the joints by providing sufficient breadth through widening of the leg of the concrete block, which forms a sort of flange (1). At the same time, it successfully incorporates the reinforcements in the non-widened part of the leg, by placing the horizontal ones (4) upwards in a groove created for this reason. As for the vertical reinforcements (5), they run through the flange through another appropriate groove (6)...
In a type of concrete block, a plate of insulating material is placed at one of the sides, its thickness varying, with the part of lowest thickness (8) being at the position of the ridge ribs (2). It is placed eccentrically and inwards, so that an external protective layer (15) of insulating material is created. It consists of appropriately configured pieces, interlocking with each other. The edge of the jointed pieces is chamfered, so that a trapezoid groove (18) is created to achieve binding of the exterior layer to the insulating plate. <img file=""imgaf001.tif"" he=""110"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 1727052 A1 20061129";"20061129";"200648";"en";"GR 2005100259 20050527";"20050527";"20050527";"";"";"";"";"";"";"G06F 17/21 (2006.01)
G06F 17/27 (2006.01)";"114 73 Athens";"GR";"114 73 Athens";"GR";"";"";"Conceptual apportionment and ordering in columns of the written speech for more understandable and faster-readable texts";"Production of printed or otherwise produced easier comprehensible and faster readable texts in the mode of columnar notional arrangement, in which the texts are written in columns and consecutive lines in these columns comprise sets of consecutive words, wherein phrases of the original text have been apportioned so as to constitute partial or self-sufficient notional entities and wherein these lines have their beginnings or their ends lying along a straight line perpendicular to the common direction thereof or wherein these lines have their geometrical means lying along a straight line normally oriented to the direction thereof, such straight lines passing through the geometrical means constituting an axis of symmetry being followed by the reader's eyes after a certain habituation, thereby achieving a more efficient, faster and more relaxed reading, as well as of texts in which the differentiated writing of selected words renders a selected summary. <img file=""imgaf001.tif"" he=""105"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""154""/>"
"EP 1729599 A1 20061213";"20061213";"200650";"en";"GR 2004100113 20040401";"20040401";"20040401";"WO2005094617 20051013 [2005-41]";"GR2005000009 20050401 (en)";"20050401";"";"";"";"A23L 1/314 (2006.01)
A23L 1/317 (2006.01)
A23B 4/023 (2006.01)";"GR-741 00 Rethymnon";"GR";"741 00 Rethymnon";"GR";"80333 München";"DE";"METHOD OF PRODUCTION OF MEAT PRODUCTS FROM ENTIRE MUSCULAR TISSUE, WITH DIRECT INCORPORATION OF OLIVE OIL";""
"EP 1729599 B1 20080130";"20080130";"200805";"en";"GR 2004100113 20040401";"20040401";"20040401";"WO2005094617 20051013 [2005-41]";"GR2005000009 20050401 (en)";"20050401";"";"";"";"A23L 1/314 (2006.01)
A23L 1/317 (2006.01)
A23B 4/023 (2006.01)";"GR-741 00 Rethymnon";"GR";"741 00 Rethymnon";"GR";"80333 München";"DE";"METHOD OF PRODUCTION OF MEAT PRODUCTS FROM ENTIRE MUSCULAR TISSUE, WITH DIRECT INCORPORATION OF OLIVE OIL";""
"EP 1730027 A1 20061213";"20061213";"200650";"en";"";"";"20040304";"WO2005085057 20050915 [2005-37]";"GR2004000013 20040304 (en)";"20040304";"";"";"";"B63B 35/73 (2006.01)
B63B 35/81 (2006.01)
B63B 35/85 (2006.01)";"49 100 Dasia, Corfu";"GR";"49 100 Dasia, Corfu";"GR";"";"";"PAIR OF FLOATAGE SHOE BOARDS TO BE USED FOR FLOATING BY SLIDING ON THE SEA SURFACE";""
"EP 1732829 A1 20061220";"20061220";"200651";"en";"";"";"20040408";"WO2005097630 20051020 [2005-42]";"GR2004000022 20040408 (en)";"20040408";"";"";"";"B65F 1/16 (2006.01)";"GR-38333 Volos";"GR";"25100 Aigio Achaias";"GR";"";"";"WASTE CONTAINER WITH FOOT OPERATED LID CONTROL DEVICE";""
"EP 1734255 A1 20061220";"20061220";"200651";"en";"GR 2005100262 20050527";"20050527";"20050527";"";"";"";"";"";"";"F03B 13/26 (2006.01)";"155 61 Holargos";"GR";"19500 Lavrio";"GR";"";"";"Wave energy converter";"The invention refers to a system for producing electricity based on the sea waves, with capabilities of exploiting at the same time other renewable sources of energy (solar, wind, daily difference of temperature etc.)
The system is based on the wave energy transformers (WECO) which produce compressed air at various compression pressures exploiting the periodical movement of the water in the wave field.
The produced air at the WECO is expanded in air turbines for the production of electricity, while its energy content is enhanced from other sources of energy through heat exchangers.
The system of the oscillating body columns is materialised with pipes which are installed vertically inside a platform (carrier) in intensive floatation anchored with vertical anchoring lines.
Basic element of the system is the capability for intermediate storage of the air in air tanks installed in the water at or near the sea bottom and the capability for exploiting the daily difference of temperature.
The system functions as a wave absorber. Joint with similar construction units of wave absorber it can at the same time function as a means for protecting sea areas or installations from the waves. <img file=""imgaf001.tif"" he=""94"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""131""/>"
"EP 1739086 A2 20070103";"20070103";"200701";"en";"GR 2005100326 20050629";"20050629";"20050629";"";"";"";"";"";"";"C07D 413/12 (2006.01)";"26 442 Patras";"GR";"115 28 Athens";"GR";"";"";"Pharmaceutical compositions of risperidone in aqueous solution";"A pharmaceutical composition for the preparation of an aqueous oral solution, which contains Risperidone as the active ingredient and makes use of the amino acids glutamic acid or glycine as regulators / stabilizing agents of the oral solution. Moreover, the composition contains hydroxypropyl-methylcellulose (HPMC) or hydroxypropyl-cellulose (HPC) as agents that increase the viscosity of the aqueous solution and excludes the use of polyhydric alcohols."
"EP 1739086 A3 20070228";"20070228";"200709";"en";"GR 2005100326 20050629";"20050629";"20050629";"";"";"";"";"";"";"C07D 413/12 (2006.01)
A61K 9/08 (2006.01)
A61K 31/519 (2006.01)
C07D 413/14 (2006.01)";"26 442 Patras";"GR";"115 28 Athens";"GR";"";"";"Pharmaceutical compositions of risperidone in aqueous solution";"A pharmaceutical composition for the preparation of an aqueous oral solution, which contains Risperidone as the active ingredient and makes use of the amino acids glutamic acid or glycine as regulators / stabilizing agents of the oral solution. Moreover, the composition contains hydroxypropyl-methylcellulose (HPMC) or hydroxypropyl-cellulose (HPC) as agents that increase the viscosity of the aqueous solution and excludes the use of polyhydric alcohols."
"EP 1739086 B1 20090304";"20090304";"200910";"en";"GR 2005100326 20050629";"20050629";"20050629";"";"";"";"";"";"";"C07D 413/12 (2006.01)
A61K 9/08 (2006.01)
A61K 31/519 (2006.01)
C07D 413/14 (2006.01)";"26 442 Patras";"GR";"115 28 Athens";"GR";"";"";"Pharmaceutical compositions of risperidone in aqueous solution";""
"EP 1740805 A1 20070110";"20070110";"200702";"en";"GR 2004100148 20040427";"20040427";"20040427";"WO2005103464 20051103 [2005-44]";"GR2005000010 20050412 (en)";"20050412";"";"";"";"F02C 1/10 (2006.01)
F03G 7/10 (2006.01)
B81B 1/00 (2006.01)
F03G 7/00 (2006.01)";"114 73 Athens";"GR";"114 73 Athens";"GR";"";"";"DEVICE CONVERTING THERMAL ENERGY INTO KINETIC ENERGY BY USING SPONTANEOUS ISOTHERMAL GAS AGGREGATION";""
"EP 1741346 A1 20070110";"20070110";"200702";"en";"GR 2005100344 20050705";"20050705";"20050705";"";"";"";"";"";"";"A23G 9/28 (2006.01)";"T.K. 50200 N. Kozanis";"GR";"T.K. 50200 N. Kozanis";"GR";"";"";"Distributor of soft ice cream";"Selecting the flavour and the quantity of each flavour by one lever when it comes to mixed ice-cream.
The cylinder is divided into two transversal, independent parts. <img file=""imgaf001.tif"" he=""125"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""88""/><img file=""imgaf002.tif"" he=""134"" id=""iaf02"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""93""/>"
"EP 1741852 A2 20070110";"20070110";"200702";"en";"GR 20050100354 20050708";"20050708";"20050708";"";"";"";"";"";"";"E04F 15/02 (2006.01)";"19600 Mandra Attikis";"GR";"19600 Mandra Attikis";"GR";"";"";"Method of fitting floors";"New floor lonjing method of any material shape and size consists of: (a) circular ring made of any material, has one or more projecting points Drawing Fig.5 and Fig.6. (b) Slabs of any material, shape and size with one or more cavities corresponding the projecting points of the ring Drawing Fig.1. Application : The rings is placed on the ground and the slaps on it Drawing Fig 2,Fig3,Fig4, so the joining of the slabs on the ring takes occurs. <img file=""imgaf001.tif"" he=""108"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""106""/>"
"EP 1741852 A3 20081224";"20081224";"200852";"en";"GR 20050100354 20050708";"20050708";"20050708";"";"";"";"";"";"";"E04F 15/02 (2006.01)";"19600 Mandra Attikis";"GR";"19600 Mandra Attikis";"GR";"";"";"Method of fitting floors";"New floor lonjing method of any material shape and size consists of: (a) circular ring made of any material, has one or more projecting points Drawing Fig.5 and Fig.6. (b) Slabs of any material, shape and size with one or more cavities corresponding the projecting points of the ring Drawing Fig.1. Application : The rings is placed on the ground and the slaps on it Drawing Fig 2,Fig3,Fig4, so the joining of the slabs on the ring takes occurs. <img file=""imgaf001.tif"" he=""110"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""110""/>"
"EP 1742549 A1 20070117";"20070117";"200703";"en";"GR 2004100153 20040428";"20040428";"20040428";"WO2005104894 20051110 [2005-45]";"GR2005000004 20050224 (en)";"20050224";"";"";"";"A43D 11/12 (2006.01)
A43D 21/12 (2006.01)";"GR-177 78 Athens";"GR";"177 78 Athens
177 78 Athens";"GR
GR";"";"";"ROTATING SHOE BACK PART MOLDING MACHINE HEAD WITH INTEGRATED WIPER SYSTEM AND SYSTEM OF INDEPENDENT DIVIDED PINCERS FOR LENGTHWISE STRETCHING";""
"EP 1742549 B1 20070808";"20070808";"200732";"en";"GR 2004100153 20040428";"20040428";"20040428";"WO2005104894 20051110 [2005-45]";"GR2005000004 20050224 (en)";"20050224";"";"";"";"A43D 11/12 (2006.01)
A43D 21/12 (2006.01)";"GR-177 78 Athens";"GR";"177 78 Athens
177 78 Athens";"GR
GR";"";"";"ROTATING SHOE BACK PART MOLDING MACHINE HEAD WITH INTEGRATED WIPER SYSTEM AND SYSTEM OF INDEPENDENT DIVIDED PINCERS FOR LENGTHWISE STRETCHING";""
"EP 1742777 A1 20070117";"20070117";"200703";"en";"";"";"20040506";"WO2005108022 20051117 [2005-46]";"EP2004005742 20040506 (en)";"20040506";"";"";"";"B26B 21/22 (2006.01)";"Kypseli-Athens, GR-11363 Attiki
Koukaki-Athens, gr-11741 Attiki
Athens, GR-11476 Attiki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HEAD HAVING AN ADAPTER CAP MEMBER";""
"EP 1742777 B1 20080213";"20080213";"200807";"en";"";"";"20040506";"WO2005108022 20051117 [2005-46]";"EP2004005742 20040506 (en)";"20040506";"";"";"";"B26B 21/22 (2006.01)";"Kypseli-Athens, GR-11363 Attiki
Koukaki-Athens, gr-11741 Attiki
Athens, GR-11476 Attiki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HEAD HAVING AN ADAPTER CAP MEMBER";""
"EP 1742778 A1 20070117";"20070117";"200703";"en";"";"";"20040506";"WO2005108023 20051117 [2005-46]";"EP2004005743 20040506 (en)";"20040506";"";"";"";"B26B 21/22 (2006.01)
B26B 21/40 (2006.01)";"GR-11363 Attiki
GR-11476 Attiki
GR-11476 Attiki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HEAD HAVING SEPARATELY ATTACHED PARTS AND METHOD OF PRODUCING THEREOF";""
"EP 1742778 B1 20081105";"20081105";"200845";"en";"";"";"20040506";"WO2005108023 20051117 [2005-46]";"EP2004005743 20040506 (en)";"20040506";"";"";"";"B26B 21/22 (2006.01)
B26B 21/40 (2006.01)";"GR-11363 Attiki
GR-11476 Attiki
GR-11476 Attiki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HEAD HAVING SEPARATELY ATTACHED PARTS AND METHOD OF PRODUCING THEREOF";""
"EP 1742780 A1 20070117";"20070117";"200703";"en";"";"";"20040506";"WO2005108024 20051117 [2005-46]";"EP2004005745 20040506 (en)";"20040506";"";"";"";"B26B 21/40 (2006.01)";"Gr-Attiki 11363
GR-11741 Attiki
GR-11476 Attiki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HEAD HAVING LASER WELDED PARTS AND METHOD OF PRODUCING THEREOF";""
"EP 1742780 B1 20070829";"20070829";"200735";"en";"";"";"20040506";"WO2005108024 20051117 [2005-46]";"EP2004005745 20040506 (en)";"20040506";"";"";"";"B26B 21/40 (2006.01)";"Gr-Attiki 11363
GR-11741 Attiki
GR-11476 Attiki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"Method of producing a razor head";""
"EP 1746245 A2 20070124";"20070124";"200704";"en";"GR 2005100369 20050718";"20050718";"20050718";"";"";"";"";"";"";"E06B 9/54 (2006.01)
E06B 9/80 (2006.01)";"56626 Sykies Thessalonikis
62125 Serres
56626 Sykies Thessalonikis";"GR
GR
GR";"56626 Sykies Thessalonikis
62125 Serres
56626 Sykies Thessalonikis";"GR
GR
GR";"";"";"Mechanical one-direction friction brake for smooth roll-up of roll fly-screen";"Braking mechanism for controlling and attenuating the roll-up speed of a roll fly-screen which has on the one end a spring for its automatic roll-up. The mechanism is mounted internally on the fly-screen axis (1) and is comprised by a nut (2) which rotates along with the axis (1) and is forced into an axial movement on the screw thread of the stable screw (3). The nut's movement causes the length variation of the spring (4) and the development of friction between the friction element (5) and the ratchet lock (6) as well as on the surface between the ratchet lock (6) and the friction element (7). During the extension of the fly-screen, the ratchet lock allows the free rotation of the fly-screen axis (1) creating braking only during its roll-up stage. The initial position of the nut (2) in relation to the spring determines both its initial prestress and the braking force that would be developed at the friction elements. <img file=""imgaf001.tif"" he=""64"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
"EP 1749435 A2 20070207";"20070207";"200706";"en";"GR 2005100389 20050727";"20050727";"20050727";"";"";"";"";"";"";"A01D 46/26 (2006.01)";"73100 Chania
73100 Chania";"GR
GR";"73100 Chania";"GR";"";"";"Olive trees beating machine for olive crop collection";"The invention refers to a new type of beating machine for olive trees aiming to the collection of the olive crop. It is constituted of a motor and of a hollow bar (1) hand held by the user, through which passes the flexible mechanism for the transition of motion from the motor to the rotating head (2).
The oil crop beating mechanism (3) achieves the beating with the oscillation of flexible bars (8), converting the rotational motion of the bar bearer (6) into an oscillational movement of the flexible bars with the help of the wedge shaped boss (5). This results in the collection of the olive crop within a small radius around the tree without any damage of this tree. <img file=""imgaf001.tif"" he=""120"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""86""/>"
"EP 1749435 A3 20120125";"20120125";"201204";"en";"GR 2005100389 20050727";"20050727";"20050727";"";"";"";"";"";"";"A01D 46/26 (2006.01)
A01D 46/253 (2006.01)";"73100 Chania
73100 Chania";"GR
GR";"73100 Chania";"GR";"";"";"Olive trees beating machine for olive crop collection";"The invention refers to a new type of beating machine for olive trees aiming to the collection of the olive crop. It is constituted of a motor and of a hollow bar (1) hand held by the user, through which passes the flexible mechanism for the transition of motion from the motor to the rotating head (2).
The oil crop beating mechanism (3) achieves the beating with the oscillation of flexible bars (8), converting the rotational motion of the bar bearer (6) into an oscillational movement of the flexible bars with the help of the wedge shaped boss (5). This results in the collection of the olive crop within a small radius around the tree without any damage of this tree. <img file=""imgaf001.tif"" he=""107"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""80""/>"
"EP 1749435 B1 20171206";"20171206";"201749";"en";"GR 2005100389 20050727";"20050727";"20050727";"";"";"";"";"";"";"A01D 46/26 (2006.01)
A01D 46/253 (2006.01)";"73100 Chania
73100 Chania";"GR
GR";"73100 Chania";"GR";"";"";"Olive trees beating machine for olive crop collection";""
"EP 1754185 A1 20070221";"20070221";"200708";"en";"GR 2003100456 20031106";"20031106";"20031106";"WO2005045716 20050519 [2005-20]";"GR2004000054 20041105 (en)";"20041105";"";"";"";"G06Q 10/00 (2006.01)";"GR-152 35 Vrilissia
GR-104 34 Athens";"GR
GR";"104 34 Athens
152 35 Vrilissia
104 34 Athens";"GR
GR
GR";"";"";"REMOTE MANAGEMENT OF PRODUCTS AND SERVICES";""
"EP 1758850 A1 20070307";"20070307";"200710";"en";"";"";"20040610";"WO2005121077 20051222 [2005-51]";"GR2004000033 20040610 (en)";"20040610";"";"";"";"C07C 255/46 (2006.01)
C07C 317/44 (2006.01)
C07B 33/00 (2006.01)
C07J 75/00 (2006.01)";"118 55  Athens
106 74 Athens";"GR
GR";"118 55  Athens
106 74 Athens";"GR
GR";"";"";"PREPARATION AND APPLICATIONS OF POLYMER-SUPPORTED HALOGENATED BENZOQUINONES AS OXIDATIVE AGENTS";""
"EP 1760309 A2 20070307";"20070307";"200710";"en";"GR 2005100451 20050902";"20050902";"20050902";"";"";"";"";"";"";"F03B 17/06 (2006.01)";"59300 Alexandria Imathias";"GR";"59300 Alexandria Imathias";"GR";"";"";"Water energy converter with endless chain";"A mechanical system consisting of several surfaces (3a...n), which are placed in series and alongside and on which the waterpower (15) falls, which cumulatively, through belts and wheels yields a high rotational power, transformed in work. <img file=""imgaf001.tif"" he=""93"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
"EP 1764741 A1 20070321";"20070321";"200712";"de";"";"";"20050915";"";"";"";"";"";"";"G06T 7/00 (2006.01)";"166 75 Glyfada, Athen
Eastwood NSW 2122";"GR
AU";"166 75 Glyfada, Athen
Eastwood NSW 2122";"GR
AU";"D-81669 München";"DE";"Method of determining the quality of an image captured by a digital camera, or by an electronic device enclosing or connectable to a digital camera";""
"EP 1768837 A1 20070404";"20070404";"200714";"en";"";"";"20040716";"WO2006018028 20060223 [2006-08]";"EP2004007965 20040716 (en)";"20040716";"";"";"";"B29D 28/00 (2006.01)
B65D 75/00 (2006.01)
B65D 71/00 (2006.01)";"GR-70100 Crete
GR-71500 Heraklion, Crete
GR-71306 Heraklion, Crete";"GR
GR
GR";"Heraklion 71001, Kreta";"GR";"81667 München";"DE";"STRETCH FILM";""
"EP 1768837 B1 20110601";"20110601";"201122";"en";"";"";"20040716";"WO2006018028 20060223 [2006-08]";"EP2004007965 20040716 (en)";"20040716";"";"";"";"B29D 28/00 (2006.01)
B65D 75/00 (2006.01)
B65D 71/00 (2006.01)";"71001 Heraklion, Crete
71500 Heraklion, Crete
71001 Heraklion, Crete";"GR
GR
GR";"Crete";"GR";"81667 München";"DE";"STRETCH FILM";""
"EP 1768837 B8 W1B1 20120328";"20120328";"201213";"en";"";"";"20040716";"WO2006018028 20060223 [2006-08]";"EP2004007965 20040716 (en)";"20040716";"";"";"";"B29D 28/00 (2006.01)
B65D 75/00 (2006.01)
B65D 71/00 (2006.01)";"71001 Heraklion, Crete
71500 Heraklion, Crete
71001 Heraklion, Crete";"GR
GR
GR";"Heraklion 71001, Crete";"GR";"81667 München";"DE";"STRETCH FILM";""
"EP 1770116 A1 20070404";"20070404";"200714";"en";"EP 05021541 20050930";"20050930";"20050930";"";"";"";"";"";"";"C08J 7/04 (2006.01)
C08J 5/22 (2006.01)
B32B 27/08 (2006.01)";"19400, Koropi Atticis";"GR";"19400 Koropi Attikis";"GR";"80801 München";"DE";"Stack sealable heat shrinkable film";"The present invention refers to a multilayer heat shrinkable film characterized by a combination of desirable properties, such as high shrinkage, good optical properties, excellent sealability and stack sealability. The invention further is directed to a method of producing said film. The invention is further directed to the use of said film or bags and pouches made therefrom for packaging goods as for example food products. The invention also refers to tubes made with the film."
"EP 1770227 A2 20070404";"20070404";"200714";"en";"GR 2005100500 20050929";"20050929";"20050929";"";"";"";"";"";"";"E04C 2/26 (2006.01)
E04C 2/292 (2006.01)
B32B 15/00 (2006.01)";"16121 Kaisariani, Attikis";"GR";"16121 Kaisariani, Attikis";"GR";"";"";"Sandwich panel and method of its construction";"The invention refers to a new material combination in a sandwich structure for the construction of a lightweight platform with good mechanical performance. Also the invention refers to the production method of this complex structure in such a way that very good structural performance is achieved even to local loads. In this invention metal sheets in the outer surface and light core (e.g. foam from thermoplastic or thermoset polymer) internally are combined for the first time. For the protection of the sidewalls and the decrease of buckling of the metal sheets the sheets are folded in order the upper and lower sheets almost cover the foam. These materials are bonded together with an epoxy or other type of strong low-viscosity adhesive in order to attain very good wetting of the common surfaces under compression and vacuum conditions. <img file=""imgaf001.tif"" he=""114"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""104""/>"
"EP 1770227 A3 20071003";"20071003";"200740";"en";"GR 2005100500 20050929";"20050929";"20050929";"";"";"";"";"";"";"E04C 2/26 (2006.01)
E04C 2/292 (2006.01)
B32B 15/00 (2006.01)";"16121 Kaisariani, Attikis";"GR";"16121 Kaisariani, Attikis";"GR";"";"";"Sandwich panel and method of its construction";"The invention refers to a new material combination in a sandwich structure for the construction of a lightweight platform with good mechanical performance. Also the invention refers to the production method of this complex structure in such a way that very good structural performance is achieved even to local loads. In this invention metal sheets in the outer surface and light core (e.g. foam from thermoplastic or thermoset polymer) internally are combined for the first time. For the protection of the sidewalls and the decrease of buckling of the metal sheets the sheets are folded in order the upper and lower sheets almost cover the foam. These materials are bonded together with an epoxy or other type of strong low-viscosity adhesive in order to attain very good wetting of the common surfaces under compression and vacuum conditions. <img file=""imgaf001.tif"" he=""101"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""94""/>"
"EP 1771282 A1 20070411";"20070411";"200715";"en";"";"";"20040722";"WO2006007874 20060126 [2006-04]";"EP2004009164 20040722 (en)";"20040722";"";"";"";"B26B 21/00 (2006.01)
B26B 21/22 (2006.01)
B26B 21/52 (2006.01)";"Athens, Attiki 15235
GR-17455 Alimos-Athens
GR-11476 Athens";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"ARTICULATED RAZOR HAVING TWO SHAVING HEADS";""
"EP 1771282 B1 20081022";"20081022";"200843";"en";"";"";"20040722";"WO2006007874 20060126 [2006-04]";"EP2004009164 20040722 (en)";"20040722";"";"";"";"B26B 21/00 (2006.01)
B26B 21/22 (2006.01)
B26B 21/52 (2006.01)";"Athens, Attiki 15235
17455 Alimos-Athens
11476 Athens";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"ARTICULATED RAZOR HAVING TWO SHAVING HEADS";""
"EP 1773549 A1 20070418";"20070418";"200716";"en";"";"";"20040722";"WO2006007873 20060126 [2006-04]";"EP2004009162 20040722 (en)";"20040722";"";"";"";"B26B 21/24 (2006.01)
B26B 21/40 (2006.01)
B26B 21/22 (2006.01)
B26B 21/16 (2006.01)";"GR-152 35 Attiki
GR-117 41 Attiki
GR-114 76 Attiki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR EQUIPPED WITH SEVERAL ROTATING SHAVING HEADS";""
"EP 1773549 B1 20081105";"20081105";"200845";"en";"";"";"20040722";"WO2006007873 20060126 [2006-04]";"EP2004009162 20040722 (en)";"20040722";"";"";"";"B26B 21/24 (2006.01)
B26B 21/40 (2006.01)
B26B 21/22 (2006.01)
B26B 21/16 (2006.01)";"152 35 Attiki
117 41 Attiki
114 76 Attiki";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR EQUIPPED WITH SEVERAL PIVOTALLY MOUNTED SHAVING HEADS";""
"EP 1777152 A1 20070425";"20070425";"200717";"en";"GR 2005100530 20051020";"20051020";"20051020";"";"";"";"";"";"";"B63B 21/00 (2006.01)
B63B 21/54 (2006.01)";"N. Ionia Attikis";"GR";"N. Ionia Attikis";"GR";"";"";"Quick release, remote and retrievable mooring arrangement";"It applies to the aspects of mechanical engineering and seamanship.
It is a method of safe mooring (stern fast) between two spots (vessel - land) (2) capable of quick and controllable release of the restraint from aboard and simultaneous collection of all the restraining means inside the vessel.
This is achieved with the use of a locking-unlocking mechanism (1) which can be remotely controlled.
It is applicable to the technique of stem fast vessels.
The mechanism can be used wherever a connection between two spots is needed with a means under tension and release of the means remotely simultaneously collecting the means from aboard.
The mechanism's main characteristics are that at the mechanism's one end (22) the one end of the surrounding chain (23) is held firmly and embraces the distant firm point of land and at the other end through the small omega bow shackle (24) will get into the eye (25) so that it can be released at the fitter's - user's will when the pin (12) is drawn and the arm (13) positioned under a suitable angle so that the pin (12) is drawn due to the stretching of the stainless wire rope (15). <img file=""imgaf001.tif"" he=""123"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 1777152 B1 20080220";"20080220";"200808";"en";"GR 2005100530 20051020";"20051020";"20051020";"";"";"";"";"";"";"B63B 21/00 (2006.01)
B63B 21/54 (2006.01)";"14231 N. Ionia Attikis";"GR";"14231 N. Ionia Attikis";"GR";"";"";"Quick release, remote and retrievable mooring arrangement";""
"EP 1785203 A2 20070516";"20070516";"200720";"en";"GR 20050100567 20051115";"20051115";"20051115";"";"";"";"";"";"B21D 43/00 (2006.01)";"B21D 11/12 (2006.01)
B21F 1/00 (2006.01)";"15126 Kiffisia, Attikis";"GR";"15126 Kiffisia, Attikis";"GR";"9497 Triesenberg";"LI";"Method and system for preventing torsion of wire, material of prismatic cross-section, and rod";"A method and a system according to which advancing material (1) such as wire prismatic material, or rod is gripped during the duration of its advancement from an advancement unit (2) towards a bending unit (3). The gripping is effected by a jaw (4) that grips material (1) with sufficient force so that the material (1) cannot twist. By gripping the advancing material (1), the under-production part is simultaneously gripped and prevented from rotating, so that bends are made in the correct plane and the bent product is produced with great accuracy. <img file=""imgaf001.tif"" he=""143"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""50""/>"
